Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Minutes,90s,Goals,Assists,G+A,G-PK,PK,PK_Att,Y_Card,R_Card,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgPR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
2449,2449,Antonio Sivera,POL,GK,Alavés,La Liga,23,1999,34,34,3060,34,0,0,0,0,0,0,3,0,3.6,3.6,2.1,5.7,61,80,190,0,0,0,0,0,0.13,0.08,0.21,0.13,0.21
2450,2450,Tim Skarke,DEN,"FW,DF",Darmstadt 98,Bundesliga,32,1991,30,29,2404,26.7,8,0,8,8,0,0,7,0,2.3,2.3,1,3.3,10,110,28,0.3,0,0.3,0.3,0.3,0.1,0.04,0.14,0.1,0.14
2451,2451,Ellyes Skhiri,SVK,MF,Eint Frankfurt,Bundesliga,27,1996,27,24,2168,24.1,2,2,4,2,0,0,1,0,0.7,0.7,0.6,1.3,8,37,25,0.08,0.08,0.17,0.08,0.17,0.09,0.07,0.16,0.09,0.16
2452,2452,Oliver Skipp,FIN,"MF,DF",Tottenham,Premier League,28,1995,21,5,707,7.9,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.7,13,76,3,0,0,0,0,0,0.03,0,0.04,0.03,0.04
2453,2453,Leo Skiri Østigård,ENG,DF,Napoli,Serie A,21,2002,25,18,1625,18.1,1,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0.06,0,0.06,0.06,0.06,0,0,0,0,0
2454,2454,Łukasz Skorupski,ENG,GK,Bologna,Serie A,33,1989,32,32,2880,32,0,0,0,0,0,0,2,0,1.8,1.8,1.9,3.7,28,71,92,0,0,0,0,0,0.13,0.14,0.26,0.13,0.26
2455,2455,Robert Skov,ENG,"DF,FW",Hoffenheim,Bundesliga,32,1991,25,14,1260,14,3,4,7,3,0,0,2,0,0.2,0.2,0.1,0.2,5,61,1,0.21,0.29,0.5,0.21,0.5,0.01,0,0.01,0.01,0.01
2456,2456,Milan Škriniar,CRO,DF,Paris S-G,Ligue 1,23,2000,24,17,1629,18.1,0,0,0,0,0,0,1,0,0.5,0.5,0.6,1.1,1,12,12,0,0,0,0,0,0.4,0.44,0.84,0.36,0.81
2457,2457,Naatan Skyttä,POR,"MF,FW",Toulouse,Ligue 1,22,2000,8,0,120,1.3,0,0,0,0,0,0,0,0,0,0,0.4,0.4,1,13,2,0,0,0,0,0,0.01,0.08,0.1,0.01,0.1
2458,2458,Chris Smalling,BRA,DF,Roma,Serie A,31,1991,8,4,390,4.3,0,0,0,0,0,0,0,0,0.1,0.1,1.3,1.4,24,89,28,0,0,0,0,0,0,0.05,0.06,0,0.06
2459,2459,Adam Smith,UKR,DF,Bournemouth,Premier League,31,1991,28,25,2150,23.9,0,2,2,0,0,0,6,0,2,2,0.2,2.2,11,23,18,0,0.08,0.08,0,0.08,0.5,0.06,0.56,0.5,0.56
2460,2460,Emile Smith Rowe,ESP,MF,Arsenal,Premier League,28,1995,13,3,353,3.9,0,1,1,0,0,0,0,0,1,1,0,1,0,14,0,0,0.25,0.25,0,0.25,0.26,0.01,0.27,0.26,0.27
2461,2461,Hrvoje Smolčić,ITA,DF,Eint Frankfurt,Bundesliga,31,1992,11,3,347,3.9,1,0,1,1,0,0,0,0,0,0,0,0,0,3,6,0.26,0,0.26,0.26,0.26,0,0,0,0,0
2462,2462,Cédric Soares,ENG,DF,Arsenal,Premier League,18,2004,3,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,3,15,8,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04
2463,2463,Danilo Soares,ESP,DF,Bochum,Bundesliga,18,2005,5,3,351,3.9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2464,2464,Eduard Sobol,ESP,DF,Strasbourg,Ligue 1,24,1999,3,0,25,0.3,0,0,0,0,0,0,0,0,1.8,1.8,2.3,4.1,27,34,78,0,0,0,0,0,0.1,0.12,0.22,0.1,0.22
2465,2465,Rubén Sobrino,ENG,"MF,FW",Cádiz,La Liga,24,1999,32,18,1646,18.3,0,1,1,0,0,0,8,1,0,0,0,0,0,0,1,0,0.05,0.05,0,0.05,0,0,0,0,0
2466,2466,Andrea Sodero,NOR,MF,Empoli,Serie A,25,1997,1,0,5,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,3,8,0,0,0,0,0,0.07,0.13,0.2,0.07,0.2
2467,2467,Emran Soglo,ESP,"MF,DF",Marseille,Ligue 1,24,1998,3,1,109,1.2,1,1,2,1,0,0,1,0,1.6,1.6,2.3,3.9,40,42,103,0.83,0.83,1.65,0.83,1.65,0.12,0.16,0.28,0.12,0.28
2468,2468,Alex Sola,COL,"FW,MF",Alavés,La Liga,26,1997,29,14,1262,14,0,3,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0.21,0.21,0,0.21,0,0,0,0,0
2469,2469,Alex Sola,ISR,"DF,MF",Real Sociedad,La Liga,18,2004,2,0,30,0.3,0,0,0,0,0,0,0,0,19.6,17.2,3,20.3,52,60,184,0,0,0,0,0,0.53,0.08,0.61,0.47,0.55
2470,2470,Dominic Solanke,ITA,FW,Bournemouth,Premier League,24,1999,38,37,3325,36.9,19,3,22,17,2,3,3,0,0,0,0,0,1,0,4,0.51,0.08,0.6,0.46,0.54,0,0,0,0,0
2471,2471,Ola Solbakken,SUI,FW,Roma,Serie A,26,1997,1,0,23,0.3,0,0,0,0,0,0,0,0,1.5,1.5,2.4,3.9,15,74,59,0,0,0,0,0,0.12,0.2,0.32,0.12,0.32
2472,2472,Carlos Soler,FRA,"MF,DF",Paris S-G,Ligue 1,34,1988,24,12,1090,12.1,2,2,4,2,0,0,1,0,1,1,0.3,1.4,9,22,13,0.17,0.17,0.33,0.17,0.33,0.24,0.07,0.32,0.24,0.32
2473,2473,Jhon Solis,ESP,MF,Girona,La Liga,21,2002,18,2,384,4.3,0,0,0,0,0,0,0,0,0.4,0.4,0.8,1.2,17,11,44,0,0,0,0,0,0.19,0.38,0.56,0.19,0.56
2474,2474,Manor Solomon,ESP,FW,Tottenham,Premier League,30,1993,5,2,199,2.2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0.9,0,0,0,0,0
2475,2475,Daniele Sommariva,ITA,GK,Genoa,Serie A,24,1999,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,2476,Yann Sommer,CRO,GK,Inter,Serie A,21,2002,34,34,3060,34,0,0,0,0,0,0,1,0,0,0,0.1,0.1,9,6,3,0,0,0,0,0,0,0.04,0.04,0,0.04
2477,2477,Brandon Soppy,ESP,DF,Torino,Serie A,25,1998,5,2,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,2478,David Soria,FRA,GK,Getafe,La Liga,19,2003,38,38,3413,37.9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.51,0,0.51
2479,2479,Alberto Soro,ITA,MF,Granada,La Liga,32,1990,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,2480,Alessandro Sorrentino,CZE,GK,Monza,Serie A,24,1999,7,5,548,6.1,0,0,0,0,0,0,0,0,0,0,0.3,0.3,5,2,10,0,0,0,0,0,0.06,0.57,0.63,0.06,0.63
2481,2481,Borna Sosa,ARG,"FW,DF",Stuttgart,Bundesliga,28,1995,2,0,46,0.5,0,0,0,0,0,0,0,0,0.3,0.3,1.6,1.9,16,55,13,0,0,0,0,0,0.04,0.19,0.24,0.04,0.24
2482,2482,Hugo Sotelo,FRA,MF,Celta Vigo,La Liga,20,2003,17,8,721,8,0,1,1,0,0,0,1,0,9.1,5.9,6.5,12.4,56,156,253,0,0.12,0.12,0,0.12,0.32,0.22,0.54,0.21,0.43
2483,2483,Florian Sotoca,SEN,"MF,FW",Lens,Ligue 1,24,1999,32,29,2598,28.9,7,6,13,3,4,4,4,1,2.6,2.6,2.5,5.1,66,33,139,0.24,0.21,0.45,0.1,0.31,0.21,0.2,0.41,0.21,0.41
2484,2484,Riccardo Sottil,BRA,FW,Fiorentina,Serie A,22,2000,22,13,1103,12.3,2,3,5,2,0,0,1,0,6.7,6.7,1.7,8.4,7,86,39,0.16,0.24,0.41,0.16,0.41,0.21,0.05,0.26,0.21,0.26
2485,2485,Tomáš Souček,SUI,MF,West Ham,Premier League,24,1999,37,34,2870,31.9,7,2,9,7,0,0,7,0,10.5,5.7,6.6,12.3,115,198,211,0.22,0.06,0.28,0.22,0.28,0.3,0.19,0.49,0.17,0.36
2486,2486,Matìas Soulé,GUI,"FW,MF",Frosinone,Serie A,26,1997,36,36,3121,34.7,11,3,14,6,5,6,4,0,0,0,0.9,1,29,102,22,0.32,0.09,0.4,0.17,0.26,0,0.04,0.04,0,0.04
2487,2487,Boubakary Soumaré,TUR,MF,Sevilla,La Liga,21,2002,28,26,2286,25.4,0,1,1,0,0,0,10,0,0.4,0.4,0.6,1,4,4,18,0,0.04,0.04,0,0.04,0.14,0.24,0.39,0.14,0.39
2488,2488,Issa Soumaré,ENG,"FW,MF",Le Havre,Ligue 1,27,1996,7,3,237,2.6,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,7,66,21,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
2489,2489,Vinicius Souza,NED,MF,Sheffield Utd,Premier League,22,2000,36,29,2668,29.6,1,0,1,1,0,0,3,0,1.5,1.5,0.8,2.3,25,73,45,0.03,0,0.03,0.03,0.03,0.09,0.05,0.14,0.09,0.14
2490,2490,Djibril Sow,NED,MF,Sevilla,La Liga,27,1996,24,18,1460,16.2,1,1,2,1,0,0,6,0,0.3,0.3,0.5,0.8,1,24,0,0.06,0.06,0.12,0.06,0.12,0.04,0.06,0.1,0.04,0.1
2491,2491,Saidou Sow,ITA,DF,Strasbourg,Ligue 1,27,1996,10,8,719,8,0,1,1,0,0,0,2,0,0,0,0,0,2,6,0,0,0.13,0.13,0,0.13,0,0,0,0,0
2492,2492,Çağlar Söyüncü,ITA,DF,Atlético Madrid,La Liga,30,1993,6,1,114,1.3,0,0,0,0,0,0,0,1,0.2,0.2,0.3,0.4,17,25,31,0,0,0,0,0,0.02,0.03,0.04,0.02,0.04
2493,2493,Djed Spence,GER,DF,Genoa,Serie A,31,1992,16,8,859,9.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1,16,157,22,0,0,0,0,0,0.02,0.03,0.06,0.02,0.06
2494,2494,Stijn Spierings,GER,MF,Toulouse,Ligue 1,24,1998,22,16,1516,16.8,0,1,1,0,0,0,5,0,0,0,0,0,0,9,4,0,0.06,0.06,0,0.06,0,0,0,0,0
2495,2495,Stijn Spierings,DEN,MF,Lens,Ligue 1,24,1998,4,1,118,1.3,0,0,0,0,0,0,2,0,0.2,0.2,3,3.2,108,52,74,0,0,0,0,0,0.02,0.21,0.22,0.02,0.22
2496,2496,Leonardo Spinazzola,FRA,DF,Roma,Serie A,26,1996,24,15,1312,14.6,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.07,0.14,0.21,0.07,0.21,0,0,0,0,0
2497,2497,Marco Sportiello,CRO,GK,Milan,Serie A,32,1990,7,7,630,7,0,0,0,0,0,0,0,0,1.7,1.7,3.5,5.2,49,143,46,0,0,0,0,0,0.07,0.13,0.2,0.07,0.2
2498,2498,Anton Stach,SWE,MF,Hoffenheim,Bundesliga,23,2000,31,26,2321,25.8,2,3,5,2,0,0,4,0,0.2,0.2,0.1,0.3,3,8,10,0.08,0.12,0.19,0.08,0.19,0.1,0.06,0.16,0.1,0.16
2499,2499,Anton Stach,GER,MF,Mainz 05,Bundesliga,28,1995,2,2,170,1.9,0,0,0,0,0,0,0,0,4.4,4.4,1.9,6.3,24,85,60,0,0,0,0,0,0.17,0.07,0.24,0.17,0.24
2500,2500,Jens Stage,ENG,MF,Werder Bremen,Bundesliga,28,1995,30,26,2327,25.9,3,1,4,3,0,0,5,1,0.1,0.1,0.1,0.2,2,8,2,0.12,0.04,0.15,0.12,0.15,0.02,0.03,0.05,0.02,0.05
2501,2501,Benjamin Stambouli,GER,MF,Reims,Ligue 1,32,1990,7,3,286,3.2,0,1,1,0,0,0,4,0,0.8,0.8,1.7,2.4,49,92,63,0,0.31,0.31,0,0.31,0.05,0.12,0.17,0.05,0.17
2502,2502,Josip Stanišić,SUI,DF,Leverkusen,Bundesliga,27,1996,20,13,1261,14,3,1,4,3,0,0,3,0,1.4,1.4,0.2,1.6,5,38,1,0.21,0.07,0.29,0.21,0.29,0.06,0.01,0.06,0.06,0.06
2503,2503,Carl Starfelt,ENG,DF,Celta Vigo,La Liga,21,2002,27,26,2216,24.6,1,0,1,1,0,0,4,0,0.2,0.2,0,0.2,5,37,1,0.04,0,0.04,0.04,0.04,0.02,0,0.02,0.02,0.02
2504,2504,Niklas Stark,JAM,DF,Werder Bremen,Bundesliga,28,1994,17,12,1088,12.1,2,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0.17,0,0.17,0.17,0.17,0,0,0,0,0
2505,2505,Jason Steele,GER,GK,Brighton,Premier League,23,2000,17,17,1530,17,0,0,0,0,0,0,0,0,0.3,0.3,3.2,3.5,34,85,46,0,0,0,0,0,0.03,0.27,0.29,0.03,0.29
2506,2506,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,22,2001,23,14,1064,11.8,0,5,5,0,0,0,3,1,0.4,0.4,0.4,0.8,6,17,22,0,0.42,0.42,0,0.42,0.05,0.06,0.11,0.05,0.11
2507,2507,Leonidas Stergiou,AUT,DF,Stuttgart,Bundesliga,22,2001,15,6,594,6.6,1,0,1,1,0,0,0,0,6.5,6.5,4.5,11,120,78,242,0.15,0,0.15,0.15,0.15,0.29,0.2,0.5,0.29,0.5
2508,2508,Raheem Sterling,SUI,"FW,MF",Chelsea,Premier League,29,1993,31,22,1978,22,8,4,12,8,0,0,7,0,0.1,0.1,0.1,0.1,2,0,6,0.36,0.18,0.55,0.36,0.55,0.06,0.05,0.12,0.06,0.12
2509,2509,Trivante Stewart,ENG,"FW,MF",Salernitana,Serie A,23,2000,4,0,100,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,7,3,0,0,0,0,0,0.09,0.03,0.12,0.09,0.12
2510,2510,Angelo Stiller,ALB,MF,Hoffenheim,Bundesliga,29,1994,1,1,84,0.9,0,0,0,0,0,0,0,0,1.6,1.6,5.1,6.7,37,220,71,0,0,0,0,0,0.05,0.17,0.22,0.05,0.22
2511,2511,Angelo Stiller,NOR,MF,Stuttgart,Bundesliga,28,1995,31,30,2694,29.9,1,5,6,1,0,0,5,0,6.2,3.1,9.9,12.9,81,283,139,0.03,0.17,0.2,0.03,0.2,0.21,0.33,0.54,0.1,0.44
2512,2512,Kevin Stöger,BRA,MF,Bochum,Bundesliga,23,2000,32,32,2668,29.6,7,10,17,3,4,4,8,0,0.2,0.2,0,0.2,4,3,10,0.24,0.34,0.57,0.1,0.44,0.11,0,0.11,0.11,0.11
2513,2513,Filip Stojilković,NED,"FW,MF",Darmstadt 98,Bundesliga,26,1997,6,0,154,1.7,0,0,0,0,0,0,1,0,1,1,0.2,1.3,16,57,24,0,0,0,0,0,0.09,0.02,0.11,0.09,0.11
2514,2514,John Stones,URU,"DF,MF",Manchester City,Premier League,33,1990,16,12,1064,11.8,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,0,0,0,0,0
2515,2515,Thomas Strakosha,ESP,GK,Brentford,Premier League,36,1986,2,1,135,1.5,0,0,0,0,0,0,0,0,14.5,14.5,2.5,17,33,25,183,0,0,0,0,0,0.46,0.08,0.54,0.46,0.54
2516,2516,Jørgen Strand Larsen,URU,FW,Celta Vigo,La Liga,30,1993,37,36,2863,31.8,13,3,16,13,0,0,5,0,2.5,1.7,1.2,2.8,34,54,81,0.41,0.09,0.5,0.41,0.5,0.2,0.09,0.29,0.14,0.23
2517,2517,Gabriel Strefezza,ESP,FW,Lecce,Serie A,35,1988,19,13,1112,12.4,1,0,1,0,1,1,4,0,0.1,0.1,1.3,1.4,13,61,22,0.08,0,0.08,0,0,0.01,0.1,0.1,0.01,0.1
2518,2518,Kevin Strootman,CHI,MF,Genoa,Serie A,29,1994,27,15,1207,13.4,0,2,2,0,0,0,4,0,9.6,9.6,1.9,11.5,3,5,24,0,0.15,0.15,0,0.15,1.08,0.21,1.29,1.08,1.29
2519,2519,Cristhian Stuani,NGA,FW,Girona,La Liga,25,1997,31,5,804,8.9,9,3,12,9,0,0,6,0,1.2,1.2,0.2,1.4,12,109,15,1.01,0.34,1.34,1.01,1.34,0.04,0.01,0.05,0.04,0.05
2520,2520,Álex Suárez,GER,DF,Las Palmas,La Liga,27,1996,32,30,2562,28.5,2,0,2,2,0,0,7,0,0.3,0.3,0.8,1.2,20,58,47,0.07,0,0.07,0.07,0.07,0.02,0.06,0.08,0.02,0.08
2521,2521,Damián Suárez,GHA,DF,Getafe,La Liga,27,1995,16,15,1299,14.4,0,2,2,0,0,0,7,1,0.1,0.1,0.3,0.4,4,13,7,0,0.14,0.14,0,0.14,0.06,0.18,0.24,0.06,0.24
2522,2522,Denis Suárez,SVK,"MF,FW",Villarreal,La Liga,20,2003,4,1,133,1.5,0,0,0,0,0,0,0,0,0.7,0.7,3,3.7,44,114,166,0,0,0,0,0,0.03,0.12,0.14,0.03,0.14
2523,2523,Gabriel Suazo,ESP,DF,Toulouse,Ligue 1,21,2002,31,27,2357,26.2,0,4,4,0,0,0,5,0,2.7,1.9,1.1,3,15,17,51,0,0.15,0.15,0,0.15,0.28,0.11,0.39,0.2,0.31
2524,2524,Isaac Success,SWE,"FW,MF",Udinese,Serie A,29,1993,27,9,880,9.8,1,1,2,1,0,1,4,0,0.4,0.4,0.2,0.6,19,83,9,0.1,0.1,0.2,0.1,0.2,0.03,0.01,0.04,0.03,0.04
2525,2525,Niklas Süle,ESP,DF,Dortmund,Bundesliga,24,1999,23,14,1514,16.8,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,15,27,14,0.06,0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06
2526,2526,Ibrahim Sulemana,SRB,MF,Cagliari,Serie A,23,1999,21,16,1339,14.9,2,0,2,2,0,0,4,0,3.5,2.6,3.6,6.2,46,64,74,0.13,0,0.13,0.13,0.13,0.15,0.15,0.31,0.11,0.26
2527,2527,Tomáš Suslov,SWE,"MF,FW",Hellas Verona,Serie A,19,2004,32,23,2092,23.2,3,5,8,2,1,1,7,0,1.4,1.4,3.9,5.3,41,110,109,0.13,0.22,0.34,0.09,0.3,0.08,0.23,0.32,0.08,0.32
2528,2528,Suso,POL,"MF,FW",Sevilla,La Liga,26,1997,29,15,1517,16.9,1,4,5,1,0,0,5,1,3,3,2.3,5.3,28,84,52,0.06,0.24,0.3,0.06,0.3,0.15,0.12,0.28,0.15,0.28
2529,2529,Mattias Svanberg,CIV,MF,Wolfsburg,Bundesliga,20,2002,25,20,1715,19.1,1,3,4,1,0,0,8,0,0,0,0,0,0,0,0,0.05,0.16,0.21,0.05,0.21,0,0,0,0,0
2530,2530,Max Svensson,GUI,FW,Osasuna,La Liga,20,2002,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,2531,Mile Svilar,GUI,GK,Roma,Serie A,29,1994,15,15,1350,15,0,0,0,0,0,0,1,0,2.3,2.3,0.2,2.5,7,6,26,0,0,0,0,0,0.47,0.04,0.51,0.47,0.51
2532,2532,Williot Swedberg,SEN,"FW,MF",Celta Vigo,La Liga,29,1994,15,4,439,4.9,5,0,5,5,0,0,1,0,1.7,1.7,0.4,2.2,3,13,19,1.03,0,1.03,1.03,1.03,0.31,0.08,0.39,0.31,0.39
2533,2533,Karol Świderski,HUN,"FW,MF",Hellas Verona,Serie A,25,1998,15,3,504,5.6,2,0,2,2,0,0,0,0,1.6,1.6,0.5,2,8,72,2,0.36,0,0.36,0.36,0.36,0.08,0.02,0.1,0.08,0.1
2534,2534,Abakar Sylla,HUN,DF,Strasbourg,Ligue 1,25,1998,22,19,1792,19.9,2,0,2,2,0,0,4,0,0.1,0.1,0,0.1,0,1,6,0.1,0,0.1,0.1,0.1,0.21,0,0.21,0.21,0.21
2535,2535,Dembo Sylla,POL,DF,Lorient,Ligue 1,33,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,1.4,1.4,1.7,3.1,29,43,51,0,0,0,0,0,0.09,0.11,0.19,0.09,0.19
2536,2536,Issiaga Sylla,HUN,"DF,FW",Montpellier,Ligue 1,22,2000,19,17,1455,16.2,1,2,3,1,0,0,3,0,0,0,0,0,0,1,1,0.06,0.12,0.19,0.06,0.19,0,0,0,0,0
2537,2537,Mamadou Sylla,POL,"FW,MF",Alavés,La Liga,29,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2,13,3,0,0,0,0,0,0,0.16,0.16,0,0.16
2538,2538,Attila Szalai,NOR,DF,Hoffenheim,Bundesliga,27,1995,4,4,288,3.2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,5,0,0,0,0,0,0,0,0.11,0.11,0,0.11
2539,2539,Attila Szalai,JOR,DF,Freiburg,Bundesliga,26,1997,3,0,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,2540,Wojciech Szczęsny,ARG,GK,Juventus,Serie A,30,1992,35,35,3150,35,0,0,0,0,0,0,1,0,3.7,3.7,5.8,9.5,75,152,160,0,0,0,0,0,0.16,0.25,0.4,0.16,0.4
2541,2541,Dominik Szoboszlai,GER,MF,Liverpool,Premier League,27,1996,33,25,2104,23.4,3,2,5,3,0,0,1,0,0,0,0,0,0,0,0,0.13,0.09,0.21,0.13,0.21,0,0,0,0,0
2542,2542,Przemysław Szymiński,TUN,MF,Frosinone,Serie A,25,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,12.3,12.3,4.4,16.7,48,40,159,0,0,0,0,0,0.44,0.16,0.6,0.44,0.6
2543,2543,Alexander Sørloth,ESP,FW,Villarreal,La Liga,18,2005,34,30,2489,27.7,23,6,29,23,0,0,3,0,3.6,3.6,3.5,7.1,81,54,168,0.83,0.22,1.05,0.83,1.05,0.17,0.16,0.33,0.17,0.33
2544,2544,Musa Al-Taamari,CMR,FW,Montpellier,Ligue 1,29,1994,27,24,1928,21.4,5,2,7,5,0,0,0,0,2.6,2.6,1,3.5,32,105,119,0.23,0.09,0.33,0.23,0.33,0.11,0.04,0.15,0.11,0.15
2545,2545,Nicolás Tagliafico,PER,DF,Lyon,Ligue 1,28,1995,25,25,2123,23.6,3,1,4,3,0,0,7,1,2.1,2.1,0.3,2.3,17,133,4,0.13,0.04,0.17,0.13,0.17,0.07,0.01,0.08,0.07,0.08
2546,2546,Jonathan Tah,BFA,DF,Leverkusen,Bundesliga,24,1999,31,30,2631,29.2,4,1,5,4,0,0,6,0,0.6,0.6,0.2,0.8,15,88,7,0.14,0.03,0.17,0.14,0.17,0.02,0.01,0.03,0.02,0.03
2547,2547,Montassar Talbi,ENG,DF,Lorient,Ligue 1,27,1995,25,25,2204,24.5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2548,2548,Yassin Tallal,MAR,FW,Getafe,La Liga,21,2002,1,0,3,0,0,0,0,0,0,0,0,0,0.7,0.7,2.2,2.9,22,90,39,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12
2549,2549,Adrien Tameze,ENG,"DF,MF",Torino,Serie A,30,1992,29,25,2146,23.8,0,2,2,0,0,0,6,1,1,1,0.6,1.6,9,61,14,0,0.08,0.08,0,0.08,0.07,0.04,0.11,0.07,0.11
2550,2550,Renato Tapia,ESP,"MF,DF",Celta Vigo,La Liga,21,2002,21,15,1337,14.9,0,0,0,0,0,0,5,1,1,1,1,2,49,164,12,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08
2551,2551,Edmond Tapsoba,ENG,DF,Leverkusen,Bundesliga,19,2004,28,23,2087,23.2,0,1,1,0,0,0,4,0,0,0,0,0,1,2,0,0,0.04,0.04,0,0.04,0,0.03,0.03,0,0.03
2552,2552,Matt Targett,POR,DF,Newcastle Utd,Premier League,23,2000,3,1,78,0.9,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,27,70,15,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
2553,2553,Oussama Targhalline,ENG,MF,Le Havre,Ligue 1,24,1999,14,12,1025,11.4,0,0,0,0,0,0,4,1,2.6,2.6,2.5,5.1,15,130,20,0,0,0,0,0,0.07,0.06,0.13,0.07,0.13
2554,2554,James Tarkowski,NED,DF,Everton,Premier League,22,2001,38,38,3419,38,1,1,2,1,0,0,11,0,0,0,0,0,0,0,0,0.03,0.03,0.05,0.03,0.05,0,0,0,0,0
2555,2555,César Tárrega,ENG,DF,Valencia,La Liga,29,1993,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,2556,Jimi Tauriainen,GNB,FW,Chelsea,Premier League,19,2004,1,0,1,0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,14,24,12,0,0,0,0,0,0.03,0.1,0.13,0.03,0.13
2557,2557,Nuno Tavares,FRA,DF,Nott'ham Forest,Premier League,19,2003,8,5,457,5.1,0,0,0,0,0,0,2,0,3.9,3.9,5.2,9.1,79,84,171,0,0,0,0,0,0.17,0.22,0.39,0.17,0.39
2558,2558,Marcus Tavernier,CMR,FW,Bournemouth,Premier League,21,2001,30,25,2118,23.5,3,4,7,3,0,0,3,0,0.1,0.1,0,0.1,2,2,1,0.13,0.17,0.3,0.13,0.3,0.19,0,0.19,0.19,0.19
2559,2559,Elayis Tavsan,CMR,"MF,FW",Hellas Verona,Serie A,20,2002,3,0,50,0.6,0,0,0,0,0,0,0,0,0.2,0.2,1.2,1.5,36,82,81,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06
2560,2560,Charlie Taylor,FRA,DF,Burnley,Premier League,23,2000,28,25,2331,25.9,1,1,2,1,0,0,8,0,0,0,0,0.1,1,1,3,0.04,0.04,0.08,0.04,0.08,0.06,0.1,0.17,0.06,0.17
2561,2561,Marciano Tchami,FRA,"FW,MF",Almería,La Liga,18,2005,6,0,43,0.5,0,0,0,0,0,0,0,0,2.6,2.6,1.5,4.1,72,59,151,0,0,0,0,0,0.11,0.06,0.18,0.11,0.18
2562,2562,Loum Tchaouna,NGA,"FW,MF",Salernitana,Serie A,24,1999,33,23,2100,23.3,4,3,7,4,0,0,4,0,0,0,1.3,1.3,34,53,66,0.17,0.13,0.3,0.17,0.3,0,0.07,0.07,0,0.07
2563,2563,Jackson Tchatchoua,ARG,DF,Hellas Verona,Serie A,27,1996,26,19,1725,19.2,0,2,2,0,0,0,2,0,0.3,0.3,0.3,0.6,26,46,57,0,0.1,0.1,0,0.1,0.03,0.03,0.05,0.03,0.05
2564,2564,Enzo Tchato,ESP,DF,Montpellier,Ligue 1,22,2001,17,11,1125,12.5,0,0,0,0,0,0,2,0,1.3,1.3,0.9,2.1,28,111,15,0,0,0,0,0,0.06,0.04,0.1,0.06,0.1
2565,2565,Aurélien Tchouaméni,GER,"MF,DF",Real Madrid,La Liga,31,1992,27,22,1987,22.1,3,1,4,3,0,0,7,0,3.7,3.7,2.3,6,45,27,122,0.14,0.05,0.18,0.14,0.18,0.32,0.2,0.52,0.32,0.52
