Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA _TakeOn,SCA_Sh,SCA _FoulsDrawn,SCA_DefAct,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TakeOn,GCA_Shot,GCA_FoulsDrawn,GCA_DefAct
2352,2352,Pablo Sarabia (Wolves),ESP,"MF,FW",Wolves,Premier League,31,1992,19.4,94,92,89,98,70,81,91,69,94,92,91,99,0,0,0,0
2353,2353,Amin Sarr (Lyon),SWE,"FW,MF",Lyon,Ligue 1,22,2001,1.1,20,69,12,0,0,61,0,0,0,0,0,0,0,0,0,0
2354,2354,Amin Sarr (Wolfsburg),SWE,"FW,MF",Wolfsburg,Bundesliga,22,2001,4.3,26,32,27,0,0,43,0,0,0,0,0,0,0,0,0,0
2355,2355,Bouna Sarr (Bayern Munich),SEN,DF,Bayern Munich,Bundesliga,31,1992,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,2356,Ismaila Sarr (Marseille),SEN,"FW,MF",Marseille,Ligue 1,25,1998,16.1,73,64,74,0,70,73,91,0,77,76,85,0,0,0,0,0
2357,2357,Mamadou Sarr (Lyon),FRA,DF,Lyon,Ligue 1,17,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,2358,Martin Satriano (Brest),URU,FW,Brest,Ligue 1,22,2001,20.7,84,70,82,59,89,94,81,88,82,73,85,0,0,-80,0,0
2359,2359,Téji Savanier (Montpellier),FRA,MF,Montpellier,Ligue 1,31,1991,30.7,100,97,99,100,92,99,98,98,99,94,98,99,87,-95,0,0
2360,2360,Stefan Savić (Atlético Madrid),MNE,DF,Atlético Madrid,La Liga,32,1991,18.1,40,21,43,0,0,43,0,69,61,57,59,0,0,-80,0,0
2361,2361,Sávio (Girona),BRA,"FW,MF",Girona,La Liga,19,2004,33.1,98,84,98,59,99,94,99,0,100,96,100,0,99,0,97,0
2362,2362,Zanos Savva (Torino),CYP,"DF,MF",Torino,Serie A,17,2005,0.3,11,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,2363,Saba Sazonov (Torino),GEO,DF,Torino,Serie A,21,2002,4,16,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,2364,Joe Scally (Gladbach),USA,DF,Gladbach,Bundesliga,20,2002,24.8,64,33,65,74,0,43,81,69,77,61,85,0,0,0,0,0
2365,2365,Giorgio Scalvini (Atalanta),ITA,DF,Atalanta,Serie A,19,2003,28.3,76,39,80,0,0,91,0,69,90,77,93,0,0,-80,0,0
2366,2366,Gianluca Scamacca (Atalanta),ITA,FW,Atalanta,Serie A,24,1999,16.1,87,87,91,0,53,73,71,69,95,96,98,0,0,0,85,0
2367,2367,Dane Scarlett (Tottenham),ENG,FW,Tottenham,Premier League,19,2004,0.2,11,90,0,0,0,0,0,69,0,0,0,0,0,0,0,0
2368,2368,Kevin Schade (Brentford),GER,"FW,MF",Brentford,Premier League,21,2001,3.7,40,78,38,0,53,43,71,0,61,97,59,0,0,0,85,0
2369,2369,András Schäfer (Union Berlin),HUN,MF,Union Berlin,Bundesliga,24,1999,13.5,72,71,75,81,53,61,0,69,71,74,70,0,0,-80,0,0
2370,2370,Fabian Schär (Newcastle Utd),SUI,DF,Newcastle Utd,Premier League,31,1991,33.9,78,36,77,74,70,81,91,69,95,79,93,0,0,0,99,96
2371,2371,Patrik Schick (Leverkusen),CZE,FW,Leverkusen,Bundesliga,27,1996,11.8,64,65,59,0,79,87,71,69,61,68,0,0,0,-95,85,0
2372,2372,Stefan Schimmer (Heidenheim),GER,"MF,FW",Heidenheim,Bundesliga,29,1994,1.7,23,60,19,0,0,43,0,69,35,93,40,0,0,0,0,0
2373,2373,Xaver Schlager (RB Leipzig),AUT,MF,RB Leipzig,Bundesliga,25,1997,27.5,94,76,98,0,53,43,81,0,92,80,95,0,0,-80,0,0
2374,2374,Keven Schlotterbeck (Bochum),GER,DF,Bochum,Bundesliga,26,1997,24.3,61,31,52,0,53,91,87,69,61,49,40,0,0,0,97,0
2375,2375,Nico Schlotterbeck (Dortmund),GER,DF,Dortmund,Bundesliga,23,1999,31.8,78,37,79,0,79,87,53,88,82,60,85,0,0,0,85,0
2376,2376,Jeffrey Schlupp (Crystal Palace),GHA,"FW,MF",Crystal Palace,Premier League,30,1992,15,62,48,62,0,70,43,71,88,61,61,70,0,0,0,0,0
2377,2377,Romano Schmid (Werder Bremen),AUT,"MF,FW",Werder Bremen,Bundesliga,23,2000,28.9,98,90,99,84,85,61,94,69,98,91,99,0,0,-80,0,0
2378,2378,Kenneth Schmidt (Freiburg),GER,DF,Freiburg,Bundesliga,21,2002,0.8,20,89,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,2379,Niklas Schmidt (Toulouse),GER,MF,Toulouse,Ligue 1,25,1998,14.1,79,82,78,93,70,43,53,0,61,62,59,90,0,0,0,0
2380,2380,Benno Schmitz (Köln),GER,DF,Köln,Bundesliga,28,1994,12.8,61,54,62,74,70,43,53,0,61,65,59,90,0,0,0,0
2381,2381,Fabian Schnellhardt (Darmstadt 98),GER,MF,Darmstadt 98,Bundesliga,29,1994,2.6,33,76,27,59,53,61,0,0,0,0,0,0,0,0,0,0
2382,2382,Jan Schöppner (Heidenheim),GER,MF,Heidenheim,Bundesliga,24,1999,22.2,66,37,73,0,70,43,0,0,51,43,59,0,0,0,0,0
2383,2383,Marcel Schuhen (Darmstadt 98),GER,GK,Darmstadt 98,Bundesliga,30,1993,31,39,16,38,81,0,0,0,0,0,0,0,0,0,0,0,0
2384,2384,Perr Schuurs (Torino),NED,DF,Torino,Serie A,23,1999,8.6,16,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,2385,Marvin Schwäbe (Köln),GER,GK,Köln,Bundesliga,28,1995,34,33,14,36,59,0,0,0,0,0,0,0,0,0,0,0,0
2386,2386,Alexander Schwolow (Union Berlin),GER,GK,Union Berlin,Bundesliga,31,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,2387,Alex Scott (Bournemouth),ENG,MF,Bournemouth,Premier League,19,2003,11.3,76,88,76,86,70,61,71,69,61,71,59,0,87,0,0,0
2388,2388,Simone Scuffet (Cagliari),ITA,GK,Cagliari,Serie A,27,1996,31,16,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,2389,Jérémy Sebas (Strasbourg),MTQ,"FW,MF",Strasbourg,Ligue 1,20,2003,4.4,38,58,33,0,70,43,53,0,61,94,40,0,87,0,85,0
2390,2390,Manuel Sebastián (Sevilla),ESP,MF,Sevilla,La Liga,19,2004,1.3,20,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,2391,Demba Seck (Torino),SEN,MF,Torino,Serie A,22,2001,4.7,35,49,36,0,0,43,53,0,35,62,40,0,0,0,0,0
2392,2392,Demba Seck (Frosinone),SEN,"FW,MF",Frosinone,Serie A,22,2001,3.3,40,85,45,0,0,43,0,0,35,74,40,0,0,0,0,0
2393,2393,Aleksandar Sedlar (Alavés),SRB,DF,Alavés,La Liga,31,1991,10.5,35,26,33,0,53,0,0,88,0,0,0,0,0,0,0,0
2394,2394,Alidu Seidu (Rennes),GHA,DF,Rennes,Ligue 1,23,2000,6.6,33,33,36,0,0,0,0,69,0,0,0,0,0,0,0,0
2395,2395,Alidu Seidu (Clermont Foot),GHA,DF,Clermont Foot,Ligue 1,23,2000,12.6,42,30,36,74,53,0,81,0,35,42,40,0,0,0,0,0
2396,2396,Nicolas Seiwald (RB Leipzig),AUT,MF,RB Leipzig,Bundesliga,22,2001,8,35,31,36,0,53,0,0,69,61,82,70,0,0,0,0,0
2397,2397,Nikola Sekulov (Juventus),ITA,FW,Juventus,Serie A,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,2398,Davie Selke (Köln),GER,FW,Köln,Bundesliga,28,1995,14.1,62,51,57,0,70,91,71,0,35,40,0,0,0,-80,0,0
2399,2399,Matz Sels (Nott'ham Forest),BEL,GK,Nott'ham Forest,Premier League,31,1992,16,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,2400,Matz Sels (Strasbourg),BEL,GK,Strasbourg,Ligue 1,31,1992,19,16,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,2401,Nélson Semedo (Wolves),POR,"DF,MF",Wolves,Premier League,29,1993,34.3,86,45,87,0,79,61,94,96,61,43,59,0,0,0,0,96
2402,2402,Vivaldo Semedo (Udinese),POR,FW,Udinese,Serie A,18,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,2403,Antoine Semenyo (Bournemouth),GHA,FW,Bournemouth,Premier League,23,2000,23.4,90,76,89,0,98,97,53,69,85,74,79,0,0,-80,85,96
2404,2404,Marvin Senaya (Strasbourg),TOG,"DF,MF",Strasbourg,Ligue 1,22,2001,23.8,75,46,70,84,79,61,81,96,61,50,40,90,0,0,0,96
2405,2405,Marcos Senesi (Bournemouth),ARG,DF,Bournemouth,Premier League,26,1997,24.9,80,50,86,0,0,61,53,88,88,77,93,0,0,0,0,0
2406,2406,Stefano Sensi (Inter),ITA,MF,Inter,Serie A,27,1995,0.5,23,98,19,59,0,43,0,0,35,99,40,0,0,0,0,0
2407,2407,Suat Serdar (Hellas Verona),GER,MF,Hellas Verona,Serie A,26,1997,18.4,66,44,67,59,79,43,0,88,71,64,59,90,87,0,0,0
2408,2408,Benjamin Šeško (RB Leipzig),SVN,FW,RB Leipzig,Bundesliga,20,2003,17,69,53,69,0,92,43,71,0,88,88,91,0,87,0,0,0
2409,2409,Kevin Sessa (Heidenheim),GER,"MF,FW",Heidenheim,Bundesliga,23,2000,11.2,74,85,60,91,79,73,97,0,35,43,40,0,0,0,0,0
2410,2410,Aaron Seydel (Darmstadt 98),GER,FW,Darmstadt 98,Bundesliga,27,1996,6.9,42,48,47,0,0,0,53,0,35,53,40,0,0,0,0,0
2411,2411,Andres Sfait (Salernitana),ROU,"DF,MF",Salernitana,Serie A,18,2004,0.3,11,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,2412,Stephan El Shaarawy (Roma),ITA,"FW,DF",Roma,Serie A,30,1992,19.3,82,70,79,59,79,96,87,88,85,80,85,0,87,-80,0,0
2413,2413,Luke Shaw (Manchester Utd),ENG,DF,Manchester Utd,Premier League,28,1995,10.7,56,55,49,92,53,0,0,0,0,0,0,0,0,0,0,0
2414,2414,James Shea (Luton Town),ENG,GK,Luton Town,Premier League,32,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,2415,Eldor Shomurodov (Cagliari),UZB,"FW,MF",Cagliari,Serie A,28,1995,10.4,58,59,54,0,79,81,53,0,88,96,79,0,96,-95,0,0
2416,2416,Steven Shpendi (Empoli),ALB,"FW,MF",Empoli,Serie A,20,2003,4.6,38,56,38,0,0,43,53,0,35,64,0,0,0,-80,0,0
2417,2417,Sofiane Sidi Ali (Marseille),FRA,MF,Marseille,Ligue 1,28,1995,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,2418,Vincent Sierro (Toulouse),SUI,MF,Toulouse,Ligue 1,27,1995,25.1,91,76,80,97,79,94,87,88,88,77,70,98,87,0,85,0
2419,2419,Tim Siersleben (Heidenheim),GER,DF,Heidenheim,Bundesliga,23,2000,10.1,33,24,33,0,0,43,0,69,35,45,0,0,0,0,0,96
2420,2420,Kiliann Sildillia (Freiburg),FRA,DF,Freiburg,Bundesliga,21,2002,20.1,64,38,63,90,0,43,0,0,71,61,70,90,0,0,0,0
2421,2421,André Silva (Real Sociedad),POR,FW,Real Sociedad,La Liga,27,1995,8.1,35,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,2422,Bernardo Silva (Manchester City),POR,"MF,FW",Manchester City,Premier League,28,1994,28.6,99,92,100,81,92,43,81,0,96,87,98,0,96,0,0,0
2423,2423,Caio Henrique Oliveira Silva (Monaco),BRA,DF,Monaco,Ligue 1,26,1997,6.9,59,84,51,91,70,0,0,69,77,96,59,98,0,0,0,0
2424,2424,Fábio Silva (Wolves),POR,FW,Wolves,Premier League,21,2002,2.9,35,76,33,0,53,43,53,0,0,0,0,0,0,0,0,0
2425,2425,Rui Silva (Betis),POR,GK,Betis,La Liga,29,1994,27.5,16,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,2426,Thiago Silva (Chelsea),BRA,DF,Chelsea,Premier League,38,1984,28.1,61,28,67,59,0,43,0,0,71,52,70,0,0,-80,0,0
2427,2427,Marco Silvestri (Udinese),ITA,GK,Udinese,Serie A,32,1991,17,16,12,12,59,0,0,0,0,0,0,0,0,0,0,0,0
2428,2428,Mohamed Simakan (RB Leipzig),FRA,DF,RB Leipzig,Bundesliga,23,2000,23.8,76,47,79,59,53,81,71,69,71,57,70,0,0,-80,0,0
2429,2429,Giovanni Simeone (Napoli),ARG,FW,Napoli,Serie A,28,1995,8.9,62,77,56,0,70,81,87,69,35,46,0,0,0,0,85,0
2430,2430,Giuliano Simeone (Alavés),ARG,FW,Alavés,La Liga,20,2002,7,55,77,51,0,0,87,71,69,71,92,59,0,0,-80,85,0
2431,2431,Jan-Carlo Simic (Milan),SRB,DF,Milan,Serie A,18,2005,1.6,16,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,2432,Moses Simon (Nantes),NGA,"FW,MF",Nantes,Ligue 1,28,1995,19.9,88,79,86,59,98,61,91,0,85,79,88,0,0,0,85,0
2433,2433,Unai Simón (Athletic Club),ESP,GK,Athletic Club,La Liga,26,1997,35.4,33,14,33,74,0,0,0,0,51,39,40,90,0,0,0,0
2434,2434,Xavi Simons (RB Leipzig),NED,MF,RB Leipzig,Bundesliga,20,2003,29.5,100,97,99,98,99,97,99,0,100,96,100,0,87,-95,97,0
2435,2435,Wilfried Singo (Monaco),CIV,DF,Monaco,Ligue 1,22,2000,24.3,70,38,75,59,0,61,53,69,51,42,59,0,0,0,0,0
2436,2436,Luis Sinisterra (Bournemouth),COL,"FW,MF",Bournemouth,Premier League,24,1999,7.8,75,96,70,0,96,81,0,88,61,83,0,0,0,-99,0,0
2437,2437,Daley Sinkgraven (Las Palmas),NED,DF,Las Palmas,La Liga,28,1995,4.3,16,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,2438,Jailson Siqueira (Celta Vigo),BRA,"DF,MF",Celta Vigo,La Liga,27,1995,10,33,24,38,0,0,0,0,0,35,45,40,0,0,0,0,0
2439,2439,Ayanda Sishuba (Lens),BEL,"MF,FW",Lens,Ligue 1,18,2005,0.7,33,99,12,0,85,73,0,0,0,0,0,0,0,0,0,0
2440,2440,Ibrahima Sissoko (Strasbourg),MLI,MF,Strasbourg,Ligue 1,25,1997,18.2,69,49,69,0,79,61,71,88,61,55,40,0,0,-95,0,0
2441,2441,Moussa Sissoko (Nantes),FRA,MF,Nantes,Ligue 1,33,1989,20.2,70,46,76,0,53,61,0,69,71,61,70,0,0,-80,0,0
2442,2442,Antonio Sivera (Alavés),ESP,GK,Alavés,La Liga,26,1996,34,46,17,41,89,0,0,0,0,35,35,0,90,0,0,0,0
2443,2443,Tim Skarke (Darmstadt 98),GER,"FW,DF",Darmstadt 98,Bundesliga,26,1996,26.7,90,69,87,92,89,94,87,69,51,40,59,0,0,0,0,0
2444,2444,Ellyes Skhiri (Eint Frankfurt),TUN,MF,Eint Frankfurt,Bundesliga,28,1995,24.1,74,44,79,0,53,73,71,0,51,42,59,0,0,0,0,0
2445,2445,Oliver Skipp (Tottenham),ENG,"MF,DF",Tottenham,Premier League,22,2000,7.9,44,46,49,0,0,43,0,0,51,68,59,0,0,0,0,0
2446,2446,Leo Skiri Østigård (Napoli),NOR,DF,Napoli,Serie A,23,1999,18.1,39,20,43,0,0,0,0,69,0,0,0,0,0,0,0,0
2447,2447,Łukasz Skorupski (Bologna),POL,GK,Bologna,Serie A,32,1991,32,16,11,12,59,0,0,0,0,0,0,0,0,0,0,0,0
2448,2448,Robert Skov (Hoffenheim),DEN,"DF,FW",Hoffenheim,Bundesliga,27,1996,14,77,78,75,92,0,61,81,0,85,89,88,0,0,0,85,0
2449,2449,Milan Škriniar (Paris S-G),SVK,DF,Paris S-G,Ligue 1,28,1995,18.1,31,16,33,0,0,43,0,0,35,39,40,0,0,0,0,0
2450,2450,Naatan Skyttä (Toulouse),FIN,"MF,FW",Toulouse,Ligue 1,21,2002,1.3,38,98,36,59,53,43,0,0,0,0,0,0,0,0,0,0
2451,2451,Chris Smalling (Roma),ENG,DF,Roma,Serie A,33,1989,4.3,20,22,19,0,0,43,0,0,35,65,40,0,0,0,0,0
2452,2452,Adam Smith (Bournemouth),ENG,DF,Bournemouth,Premier League,32,1991,23.9,65,34,69,84,0,0,53,0,77,62,85,0,0,0,0,0
2453,2453,Emile Smith Rowe (Arsenal),ENG,MF,Arsenal,Premier League,23,2000,3.9,42,80,43,59,0,43,53,0,51,90,40,90,0,0,0,0
2454,2454,Hrvoje Smolčić (Eint Frankfurt),CRO,DF,Eint Frankfurt,Bundesliga,22,2000,3.9,16,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,2455,Cédric Soares (Arsenal),POR,DF,Arsenal,Premier League,31,1991,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,2456,Danilo Soares (Bochum),BRA,DF,Bochum,Bundesliga,31,1991,3.9,28,39,30,59,0,0,0,0,0,0,0,0,0,0,0,0
2457,2457,Eduard Sobol (Strasbourg),UKR,DF,Strasbourg,Ligue 1,28,1995,0.3,11,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,2458,Rubén Sobrino (Cádiz),ESP,"MF,FW",Cádiz,La Liga,31,1992,18.3,72,55,75,0,79,73,71,0,35,38,40,0,0,0,0,0
2459,2459,Andrea Sodero (Empoli),ITA,MF,Empoli,Serie A,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,2460,Emran Soglo (Marseille),ENG,"MF,DF",Marseille,Ligue 1,18,2005,1.2,16,42,19,0,0,0,0,0,35,97,40,0,0,0,0,0
2461,2461,Alex Sola (Alavés),ESP,"FW,MF",Alavés,La Liga,24,1999,14,89,94,76,90,99,91,97,69,71,73,59,90,87,0,0,0
2462,2462,Alex Sola (Real Sociedad),ESP,"DF,MF",Real Sociedad,La Liga,24,1999,0.3,11,75,0,0,0,0,53,0,0,0,0,0,0,0,0,0
2463,2463,Dominic Solanke (Bournemouth),ENG,FW,Bournemouth,Premier League,25,1997,36.9,92,55,94,0,92,87,87,96,82,55,79,0,96,0,0,0
2464,2464,Ola Solbakken (Roma),NOR,FW,Roma,Serie A,24,1998,0.3,11,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,2465,Carlos Soler (Paris S-G),ESP,"MF,DF",Paris S-G,Ligue 1,26,1997,12.1,71,76,74,74,53,61,71,0,51,57,59,0,0,0,0,0
2466,2466,Jhon Solis (Girona),COL,MF,Girona,La Liga,18,2004,4.3,44,80,49,0,0,43,0,0,0,0,0,0,0,0,0,0
2467,2467,Manor Solomon (Tottenham),ISR,FW,Tottenham,Premier League,24,1999,2.2,51,99,54,0,53,43,53,0,51,98,59,0,0,0,0,0
2468,2468,Daniele Sommariva (Genoa),ITA,GK,Genoa,Serie A,26,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,2469,Yann Sommer (Inter),SUI,GK,Inter,Serie A,34,1988,34,28,13,33,0,0,0,0,0,51,39,59,0,0,0,0,0
2470,2470,Brandon Soppy (Torino),FRA,DF,Torino,Serie A,21,2002,2,20,39,12,0,0,43,53,0,0,0,0,0,0,0,0,0
2471,2471,David Soria (Getafe),ESP,GK,Getafe,La Liga,30,1993,37.9,38,15,27,89,0,0,0,0,0,0,0,0,0,0,0,0
2472,2472,Alberto Soro (Granada),ESP,MF,Granada,La Liga,24,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,2473,Alessandro Sorrentino (Monza),ITA,GK,Monza,Serie A,21,2002,6.1,11,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,2474,Borna Sosa (Stuttgart),CRO,"FW,DF",Stuttgart,Bundesliga,25,1998,0.5,26,99,24,74,0,0,0,0,0,0,0,0,0,0,0,0
2475,2475,Hugo Sotelo (Celta Vigo),ESP,MF,Celta Vigo,La Liga,19,2003,8,65,88,66,84,70,0,0,69,35,49,40,0,0,0,0,0
2476,2476,Florian Sotoca (Lens),FRA,"MF,FW",Lens,Ligue 1,32,1990,28.9,97,86,99,81,92,81,94,0,96,87,98,90,87,0,0,0
2477,2477,Riccardo Sottil (Fiorentina),ITA,FW,Fiorentina,Serie A,24,1999,12.3,77,85,79,0,85,61,87,0,77,84,79,0,87,0,0,0
2478,2478,Tomáš Souček (West Ham),CZE,MF,West Ham,Premier League,28,1995,31.9,75,34,78,59,0,81,0,96,71,50,79,0,0,0,0,0
2479,2479,Matìas Soulé (Frosinone),ARG,"FW,MF",Frosinone,Serie A,20,2003,34.7,100,96,100,98,100,98,87,96,94,77,91,96,87,0,0,96
2480,2480,Boubakary Soumaré (Sevilla),FRA,MF,Sevilla,La Liga,24,1999,25.4,63,31,72,0,0,0,53,0,51,42,59,0,0,0,0,0
2481,2481,Issa Soumaré (Le Havre),SEN,"FW,MF",Le Havre,Ligue 1,22,2000,2.6,31,68,19,0,70,43,71,0,0,0,0,0,0,0,0,0
2482,2482,Vinicius Souza (Sheffield Utd),BRA,MF,Sheffield Utd,Premier League,24,1999,29.6,60,26,63,59,0,43,0,88,61,45,59,0,0,-80,0,0
2483,2483,Djibril Sow (Sevilla),SUI,MF,Sevilla,La Liga,26,1997,16.2,76,68,78,0,53,81,81,69,61,58,70,0,0,0,0,0
2484,2484,Saidou Sow (Strasbourg),GUI,DF,Strasbourg,Ligue 1,21,2002,8,26,21,30,0,0,0,0,0,35,50,40,0,0,0,0,0
2485,2485,Çağlar Söyüncü (Atlético Madrid),TUR,DF,Atlético Madrid,La Liga,27,1996,1.3,16,40,19,0,0,0,0,0,35,97,40,0,0,0,0,0
2486,2486,Djed Spence (Genoa),ENG,DF,Genoa,Serie A,22,2000,9.5,40,33,36,74,53,61,0,0,0,0,0,0,0,0,0,0
2487,2487,Stijn Spierings (Toulouse),NED,MF,Toulouse,Ligue 1,27,1996,16.8,74,62,78,59,53,73,53,69,61,58,70,0,0,0,0,0
2488,2488,Stijn Spierings (Lens),NED,MF,Lens,Ligue 1,27,1996,1.3,11,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,2489,Leonardo Spinazzola (Roma),ITA,DF,Roma,Serie A,30,1993,14.6,76,75,82,59,79,43,0,0,71,71,70,0,87,0,0,0
2490,2490,Marco Sportiello (Milan),ITA,GK,Milan,Serie A,31,1992,7,16,15,19,0,0,0,0,0,35,52,40,0,0,0,0,0
2491,2491,Anton Stach (Hoffenheim),GER,MF,Hoffenheim,Bundesliga,24,1998,25.8,86,61,85,91,53,81,71,96,85,71,70,96,0,0,85,96
2492,2492,Anton Stach (Mainz 05),GER,MF,Mainz 05,Bundesliga,24,1998,1.9,31,86,27,0,53,61,0,0,0,0,0,0,0,0,0,0
2493,2493,Jens Stage (Werder Bremen),DEN,MF,Werder Bremen,Bundesliga,26,1996,25.9,83,54,87,74,0,81,53,69,77,60,70,0,0,-80,85,0
2494,2494,Benjamin Stambouli (Reims),FRA,MF,Reims,Ligue 1,32,1990,3.2,20,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,2495,Josip Stanišić (Leverkusen),CRO,DF,Leverkusen,Bundesliga,23,2000,14,60,47,63,0,0,61,53,69,51,52,59,0,0,0,0,0
2496,2496,Carl Starfelt (Celta Vigo),SWE,DF,Celta Vigo,La Liga,28,1995,24.6,28,14,33,0,0,0,0,0,35,37,40,0,0,0,0,0
2497,2497,Niklas Stark (Werder Bremen),GER,DF,Werder Bremen,Bundesliga,28,1995,12.1,35,23,38,0,0,0,0,69,35,42,40,0,0,0,0,0
2498,2498,Jason Steele (Brighton),ENG,GK,Brighton,Premier League,32,1990,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,2499,Pascal Stenzel (Stuttgart),GER,DF,Stuttgart,Bundesliga,27,1996,11.8,72,78,75,59,70,43,71,69,92,97,95,0,87,0,0,0
2500,2500,Leonidas Stergiou (Stuttgart),SUI,DF,Stuttgart,Bundesliga,21,2002,6.6,31,30,36,0,0,0,0,0,35,53,40,0,0,0,0,0
2501,2501,Raheem Sterling (Chelsea),ENG,"FW,MF",Chelsea,Premier League,28,1994,22,94,88,91,0,99,81,97,98,97,94,91,0,99,0,99,0
2502,2502,Trivante Stewart (Salernitana),JAM,"FW,MF",Salernitana,Serie A,23,2000,1.1,20,69,19,0,53,0,0,0,0,0,0,0,0,0,0,0
2503,2503,Angelo Stiller (Hoffenheim),GER,MF,Hoffenheim,Bundesliga,22,2001,0.9,26,96,24,74,0,0,0,0,0,0,0,0,0,0,0,0
2504,2504,Angelo Stiller (Stuttgart),GER,MF,Stuttgart,Bundesliga,22,2001,29.9,97,87,98,97,0,61,53,96,92,78,93,90,0,0,0,96
2505,2505,Kevin Stöger (Bochum),AUT,MF,Bochum,Bundesliga,29,1993,29.6,100,99,100,100,89,98,97,69,99,93,96,100,87,-80,0,0
2506,2506,Filip Stojilković (Darmstadt 98),SUI,"FW,MF",Darmstadt 98,Bundesliga,23,2000,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,2507,John Stones (Manchester City),ENG,"DF,MF",Manchester City,Premier League,29,1994,11.8,56,50,62,0,0,0,71,0,0,0,0,0,0,0,0,0
2508,2508,Thomas Strakosha (Brentford),ALB,GK,Brentford,Premier League,28,1995,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,2509,Jørgen Strand Larsen (Celta Vigo),NOR,FW,Celta Vigo,La Liga,23,2000,31.8,86,49,85,0,89,97,87,0,88,68,85,0,0,-80,97,0
2510,2510,Gabriel Strefezza (Lecce),BRA,FW,Lecce,Serie A,26,1997,12.4,74,80,74,84,53,73,53,88,51,55,40,90,0,0,0,0
2511,2511,Kevin Strootman (Genoa),NED,MF,Genoa,Serie A,33,1990,13.4,72,73,76,86,0,0,53,69,77,81,85,0,0,0,0,0
2512,2512,Cristhian Stuani (Girona),URU,FW,Girona,La Liga,36,1986,8.9,47,46,45,0,53,73,0,69,61,78,59,0,0,-80,0,0
2513,2513,Álex Suárez (Las Palmas),ESP,DF,Las Palmas,La Liga,30,1993,28.5,49,21,49,74,0,61,53,0,51,40,40,0,0,-80,0,0
2514,2514,Damián Suárez (Getafe),URU,DF,Getafe,La Liga,35,1988,14.4,68,59,72,86,0,0,0,0,71,72,70,90,0,0,0,0
2515,2515,Denis Suárez (Villarreal),ESP,"MF,FW",Villarreal,La Liga,29,1994,1.5,33,96,36,59,0,0,0,0,0,0,0,0,0,0,0,0
2516,2516,Gabriel Suazo (Toulouse),CHI,DF,Toulouse,Ligue 1,25,1997,26.2,93,78,94,93,70,43,71,99,90,78,93,0,0,0,0,96
2517,2517,Isaac Success (Udinese),NGA,"FW,MF",Udinese,Serie A,27,1996,9.8,63,74,57,0,79,73,91,0,51,61,40,0,0,-80,0,0
2518,2518,Niklas Süle (Dortmund),GER,DF,Dortmund,Bundesliga,27,1995,16.8,48,30,56,0,0,0,0,0,51,49,59,0,0,0,0,0
2519,2519,Ibrahim Sulemana (Cagliari),GHA,MF,Cagliari,Serie A,20,2003,14.9,52,35,56,0,53,43,53,0,35,40,40,0,0,0,0,0
