Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Live_Touches,TakeOns_Att,TakeOns_Succ,TakeOns_Succ%,Tkld_TakeOns ,Tkld_TakeOns%,Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_into_finalthird,Carries_into_PA,Miscontrolled,Dispossessed,Passes_received,Prog_passes_received
958,958,Federico Gattoni (Sevilla),ARG,"DF,FW",Sevilla,La Liga,24,1999,0.1,6,10,11,10,0,0,6,0,0,0,0,0,3,4,6,0,0,0,0,0,3,0
959,959,Gavi (Barcelona),ESP,"MF,FW",Barcelona,La Liga,18,2004,10.5,54,53,48,65,62,54,54,65,70,69,60,33,57,57,59,70,74,58,63,63,58,61
960,960,Paulo Gazzaniga (Girona),ARG,GK,Girona,La Liga,31,1992,38,85,100,99,14,0,0,85,37,51,93,0,0,86,79,85,0,0,0,20,21,78,0
961,961,Yann Gboho (Toulouse),FRA,"MF,FW",Toulouse,Ligue 1,22,2001,13.3,43,27,33,44,74,88,43,92,93,51,91,54,52,66,71,93,89,95,85,89,47,83
962,962,Dennis Geiger (Hoffenheim),GER,MF,Hoffenheim,Bundesliga,25,1998,0.7,8,15,13,11,14,16,8,0,0,0,0,0,8,8,8,17,0,0,13,0,8,21
963,963,Gelabert (Toulouse),ESP,"MF,FW",Toulouse,Ligue 1,22,2000,8.4,42,40,42,49,59,71,42,73,73,45,77,72,51,51,45,52,64,85,69,66,46,70
964,964,Francesco Gelli (Frosinone),ITA,"MF,DF",Frosinone,Serie A,26,1996,17.3,64,57,60,68,80,63,64,84,73,17,85,58,64,65,65,83,76,83,82,70,65,80
965,965,Luca Gemello (Torino),ITA,GK,Torino,Serie A,23,2000,2,22,77,51,5,0,0,22,0,0,0,0,0,24,26,34,0,0,0,0,0,23,0
966,966,Valentin Gendrey (Lecce),FRA,DF,Lecce,Serie A,23,2000,33.8,90,85,87,89,83,80,90,78,78,50,68,24,82,86,91,95,82,73,85,81,81,80
967,967,Denis Genreau (Toulouse),AUS,"MF,FW",Toulouse,Ligue 1,24,1999,5.2,33,33,38,39,44,39,33,51,43,18,57,82,35,37,31,34,36,49,47,40,30,54
968,968,Yannick Gerhardt (Wolfsburg),GER,"MF,DF",Wolfsburg,Bundesliga,29,1994,18.1,63,59,61,71,72,78,63,31,0,0,40,93,59,50,51,58,58,64,51,58,64,76
969,969,Anwar El Ghazi (Mainz 05),NED,"MF,DF",Mainz 05,Bundesliga,28,1995,0.6,11,0,6,15,23,24,11,31,30,54,33,61,12,14,16,23,24,0,24,0,13,30
970,970,Farés Ghedjemis (Frosinone),FRA,"FW,MF",Frosinone,Serie A,20,2002,2,18,15,18,21,34,43,18,40,30,14,50,92,18,22,19,37,24,68,31,28,19,48
971,971,Saman Ghoddos (Brentford),IRN,DF,Brentford,Premier League,29,1993,8.2,46,37,54,48,63,41,46,52,37,10,60,86,44,43,46,65,54,49,44,40,44,57
972,972,Lautaro Gianetti (Udinese),ARG,DF,Udinese,Serie A,29,1993,7,39,76,66,40,19,29,39,16,21,93,0,0,37,30,27,23,18,0,20,0,36,0
973,973,Morgan Gibbs-White (Nott'ham Forest),ENG,"MF,FW",Nott'ham Forest,Premier League,23,2000,35.1,93,54,65,91,99,95,93,98,97,29,98,58,91,91,90,96,96,89,98,97,93,96
974,974,Samuel Gigot (Marseille),FRA,DF,Marseille,Ligue 1,29,1993,19.2,76,91,86,76,47,76,76,34,37,77,33,39,81,81,86,44,64,49,42,28,73,35
975,975,Bryan Gil (Tottenham),ESP,"FW,MF",Tottenham,Premier League,22,2001,2.3,27,19,24,29,49,54,27,49,58,88,40,19,30,31,31,46,39,68,42,52,31,67
976,976,David Gil (Cádiz),ESP,GK,Cádiz,La Liga,29,1994,4.1,26,86,58,5,0,0,26,0,0,0,0,0,22,24,28,0,0,0,0,0,16,0
977,977,Mario Gila (Lazio),ESP,DF,Lazio,Serie A,22,2000,20.1,85,87,88,88,49,41,85,56,62,77,45,19,85,85,89,63,77,0,47,48,88,40
978,978,Alfie Gilchrist (Chelsea),ENG,DF,Chelsea,Premier League,19,2003,2.3,26,40,40,28,35,29,26,16,21,93,0,0,23,18,20,17,18,0,20,28,24,27
979,979,Billy Gilmour (Brighton),SCO,MF,Brighton,Premier League,22,2001,23.6,97,74,82,99,88,45,97,67,58,23,73,80,97,93,93,82,94,0,76,58,99,58
980,980,Benedikt Gimber (Heidenheim),GER,DF,Heidenheim,Bundesliga,26,1997,22.5,72,87,91,62,33,66,72,49,58,88,23,9,68,70,67,27,18,0,51,40,66,32
981,981,Gvidas Gineitis (Torino),LTU,MF,Torino,Serie A,19,2004,6,37,40,37,45,47,29,37,40,37,39,45,80,35,36,34,42,36,0,28,21,34,40
982,982,Matthias Ginter (Freiburg),GER,DF,Freiburg,Bundesliga,29,1994,21.3,84,87,87,89,44,53,84,34,30,32,40,84,86,89,94,66,60,0,39,28,85,48
983,983,Olivier Giroud (Milan),FRA,FW,Milan,Serie A,36,1986,26.3,56,56,39,61,80,97,56,49,37,13,54,76,48,35,31,42,42,64,95,70,60,82
984,984,Klaus Gjasula (Darmstadt 98),ALB,"DF,MF",Darmstadt 98,Bundesliga,33,1989,15.1,64,78,78,71,44,45,64,34,37,77,33,39,60,61,60,40,44,0,36,48,63,34
985,985,Serge Gnabry (Bayern Munich),GER,"FW,MF",Bayern Munich,Bundesliga,28,1995,4.8,33,15,28,35,55,73,33,51,51,54,54,61,32,38,41,66,47,86,47,35,36,67
986,986,Ben Godfrey (Everton),ENG,DF,Everton,Premier League,25,1998,12.4,52,74,65,53,61,56,52,54,47,24,63,88,40,39,41,46,54,0,44,48,42,53
987,987,Edoardo Goldaniga (Cagliari),ITA,DF,Cagliari,Serie A,29,1993,11.2,52,75,74,56,34,29,52,0,0,0,0,0,48,49,61,42,39,0,36,0,50,25
988,988,Pierluigi Gollini (Napoli),ITA,GK,Napoli,Serie A,28,1995,7,33,93,71,3,9,16,33,0,0,0,0,0,32,32,38,0,0,0,0,0,29,0
989,989,Aleksandr Golovin (Monaco),RUS,"MF,FW",Monaco,Ligue 1,27,1996,23.9,85,49,57,82,97,82,85,85,88,69,80,38,92,92,86,87,91,91,87,85,86,93
990,990,André Gomes (Everton),POR,"MF,FW",Everton,Premier League,30,1993,5.6,37,34,36,44,53,43,37,51,37,10,60,89,35,33,31,40,42,58,39,48,38,55
991,991,Angel Gomes (Lille),ENG,MF,Lille,Ligue 1,22,2000,28.6,94,65,73,98,88,76,94,79,87,81,71,30,99,98,96,87,95,76,73,73,97,75
992,992,João Gomes (Wolves),BRA,MF,Wolves,Premier League,22,2001,29.4,88,74,81,90,83,74,88,90,90,50,88,44,82,78,74,72,71,73,87,97,86,65
993,993,Toti Gomes (Wolves),POR,DF,Wolves,Premier League,24,1999,30.8,96,90,96,92,61,60,96,75,87,89,50,11,93,82,84,65,62,49,60,48,95,40
994,994,Joe Gomez (Liverpool),ENG,DF,Liverpool,Premier League,26,1997,19.8,87,79,77,90,85,68,87,76,76,50,71,35,86,85,84,84,84,58,72,63,85,85
995,995,Maxi Gómez (Cádiz),URU,FW,Cádiz,La Liga,26,1996,12.9,38,24,25,42,62,81,38,49,43,25,50,53,37,34,28,50,49,49,81,81,43,69
996,996,Moi Gómez (Osasuna),ESP,"MF,FW",Osasuna,La Liga,29,1994,22.3,81,49,56,88,87,69,81,73,80,76,68,36,80,79,72,79,76,58,66,68,85,74
997,997,Papu Gómez (Monza),ARG,"MF,FW",Monza,Serie A,35,1988,0.5,9,0,3,10,22,16,9,0,0,0,0,0,9,12,15,23,24,36,0,0,8,15
998,998,Sergio Gómez (Manchester City),ESP,"FW,MF",Manchester City,Premier League,22,2000,0.6,15,0,15,18,28,24,15,23,30,93,0,0,16,17,18,30,0,36,0,0,17,27
999,999,Unai Gómez (Athletic Club),ESP,MF,Athletic Club,La Liga,20,2003,9.7,38,31,30,44,59,66,38,73,70,36,75,60,39,43,44,62,64,49,53,83,39,67
1000,1000,Iron Gomis (Salernitana),FRA,MF,Salernitana,Serie A,23,1999,1.5,19,19,18,24,31,29,19,27,0,0,40,95,20,19,16,27,18,0,24,45,20,44
1001,1001,Maxime Gonalons (Clermont Foot),FRA,MF,Clermont Foot,Ligue 1,34,1989,14.4,64,57,62,83,45,41,64,58,58,50,57,43,74,73,59,40,58,49,62,68,67,38
1002,1002,Édgar González (Almería),ESP,"DF,MF",Almería,La Liga,26,1997,28,89,94,94,85,41,65,89,49,55,81,40,19,83,76,78,34,42,0,53,45,88,32
1003,1003,Enso Gonzalez (Wolves),PAR,"MF,DF",Wolves,Premier League,18,2005,0,4,0,0,8,14,0,4,0,0,0,0,0,4,7,4,0,18,0,13,0,6,21
1004,1004,Fabio González (Las Palmas),ESP,MF,Las Palmas,La Liga,26,1997,1.4,23,10,24,33,24,0,23,16,21,93,0,0,24,18,16,0,24,0,0,28,26,21
1005,1005,Giovanni González (Mallorca),URU,DF,Mallorca,La Liga,28,1994,27.4,85,79,84,85,80,62,86,74,76,54,71,39,73,64,67,72,65,49,58,73,76,82
1006,1006,Hugo González (Valencia),ESP,"MF,FW",Valencia,La Liga,20,2003,1,14,0,10,20,26,16,14,23,0,0,23,61,13,13,16,23,24,0,31,28,14,34
1007,1007,Iñaki González (Las Palmas),ESP,MF,Las Palmas,La Liga,19,2004,0.1,4,10,7,7,9,0,4,0,0,0,0,0,2,3,4,0,0,0,0,0,4,0
1008,1008,Joan Gonzàlez (Lecce),ESP,MF,Lecce,Serie A,21,2002,14.3,50,43,52,60,59,56,50,75,83,80,63,21,49,50,51,69,71,64,73,63,49,63
1009,1009,Nicolás González (Fiorentina),ARG,FW,Fiorentina,Serie A,25,1998,21.3,72,41,45,71,94,97,72,96,94,29,97,74,76,77,72,89,93,92,87,90,80,97
1010,1010,Urko González (Real Sociedad),ESP,MF,Real Sociedad,La Liga,22,2001,1.7,21,31,26,29,21,16,21,23,21,54,23,61,18,18,21,17,0,0,20,35,22,15
1011,1011,Anthony Gordon (Newcastle Utd),ENG,FW,Newcastle Utd,Premier League,22,2001,32.1,83,41,57,77,98,98,83,99,98,34,98,45,89,97,95,99,98,99,98,96,87,98
1012,1012,Kaide Gordon (Liverpool),ENG,FW,Liverpool,Premier League,18,2004,0,1,0,0,0,12,16,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
1013,1013,Daniel Gore (Manchester Utd),ENG,MF,Manchester Utd,Premier League,18,2004,0,1,0,0,3,9,0,1,0,0,0,0,0,2,2,3,0,0,0,0,0,1,0
1014,1014,Leon Goretzka (Bayern Munich),GER,MF,Bayern Munich,Bundesliga,28,1995,24.9,95,77,82,97,89,86,95,68,73,69,60,25,93,93,95,93,95,36,53,70,97,75
1015,1015,Mathieu Gorgelin (Le Havre),FRA,GK,Le Havre,Ligue 1,32,1990,1,9,41,22,0,0,0,9,0,0,0,0,0,10,9,11,0,0,0,0,0,9,0
1016,1016,Andoni Gorosabel (Alavés),ESP,DF,Alavés,La Liga,26,1996,31.7,88,80,84,84,90,77,88,87,89,63,80,31,74,69,76,91,86,79,83,90,78,88
1017,1017,Robin Gosens (Union Berlin),GER,"DF,MF",Union Berlin,Bundesliga,29,1994,25.4,85,80,78,84,89,85,85,54,47,24,57,61,64,52,56,63,68,36,77,55,80,86
1018,1018,Mario Götze (Eint Frankfurt),GER,MF,Eint Frankfurt,Bundesliga,31,1992,23,86,53,72,89,89,79,86,82,82,48,83,60,88,74,68,65,84,49,82,88,90,88
1019,1019,Amine Gouiri (Rennes),ALG,"FW,MF",Rennes,Ligue 1,23,2000,23,70,45,49,68,93,97,70,96,97,68,95,55,83,87,81,91,93,95,87,96,79,96
1020,1020,Jeffrey Gouweleeuw (Augsburg),NED,DF,Augsburg,Bundesliga,32,1991,28.8,91,91,93,90,56,74,91,67,76,83,60,31,91,95,97,77,74,49,47,52,90,46
1021,1021,Pablo Gozalbez (Valencia),ESP,"MF,FW",Valencia,La Liga,22,2001,1.1,12,10,14,15,25,24,12,27,0,0,40,95,13,10,8,0,18,36,0,0,13,30
1022,1022,Jonathan Gradit (Lens),FRA,DF,Lens,Ligue 1,30,1992,23.5,88,83,83,93,57,32,88,42,43,54,33,16,94,94,95,63,93,0,47,52,89,32
1023,1023,Jens Grahl (Eint Frankfurt),GER,GK,Eint Frankfurt,Bundesliga,34,1988,2,20,80,47,0,0,0,20,0,0,0,0,0,20,20,21,0,0,0,0,0,17,0
1024,1024,Samuel Grandsir (Le Havre),FRA,"MF,FW",Le Havre,Ligue 1,26,1996,6.7,38,15,30,39,64,63,38,68,55,15,78,89,45,51,47,65,73,79,49,60,41,74
1025,1025,Alberto Grassi (Empoli),ITA,MF,Empoli,Serie A,28,1995,20.1,71,74,75,81,57,52,71,46,47,54,45,39,65,59,53,50,56,0,51,52,67,42
1026,1026,Ryan Gravenberch (Liverpool),NED,MF,Liverpool,Premier League,21,2002,12.5,55,43,43,61,75,79,55,88,87,48,87,49,57,60,64,82,79,83,89,68,57,75
1027,1027,Ryan Gravenberch (Bayern Munich),NED,FW,Bayern Munich,Bundesliga,21,2002,0.1,4,0,0,7,15,21,4,16,21,93,0,0,3,4,5,0,0,0,0,0,5,25
1028,1028,Adrian Grbić (Lorient),AUT,FW,Lorient,Ligue 1,26,1996,0.3,8,0,3,14,16,16,8,0,0,0,0,0,5,5,6,0,0,0,13,0,7,27
1029,1029,Ivo Grbić (Sheffield Utd),CRO,GK,Sheffield Utd,Premier League,27,1996,8.6,36,94,74,12,0,0,36,0,0,0,0,0,32,37,48,0,0,0,0,0,24,0
1030,1030,Jack Grealish (Manchester City),ENG,"FW,MF",Manchester City,Premier League,27,1995,11.2,55,29,34,46,89,92,55,83,82,43,68,19,65,79,80,96,91,99,63,83,65,92
1031,1031,Mason Greenwood (Getafe),ENG,"MF,FW",Getafe,La Liga,21,2001,29.6,82,27,41,81,97,97,81,99,99,65,98,35,88,96,97,99,99,100,96,98,89,98
1032,1032,Michael Gregoritsch (Freiburg),AUT,FW,Freiburg,Bundesliga,29,1994,18.7,52,57,46,53,79,94,52,60,47,13,68,85,45,39,36,48,65,64,83,68,55,81
1033,1033,Dominik Greif (Mallorca),SVK,GK,Mallorca,La Liga,26,1997,1,11,54,28,0,0,0,11,0,0,0,0,0,11,11,14,0,0,0,0,0,9,0
1034,1034,Antoine Griezmann (Atlético Madrid),FRA,"FW,MF",Atlético Madrid,La Liga,32,1991,29.4,89,59,64,87,97,96,89,81,87,75,77,39,84,74,75,84,86,76,86,88,92,97
1035,1035,Vincenzo Grifo (Freiburg),ITA,"MF,FW",Freiburg,Bundesliga,30,1993,25.8,87,64,66,88,95,87,87,91,87,30,91,57,86,84,80,89,83,94,84,81,87,92
1036,1036,Florian Grillitsch (Hoffenheim),AUT,"DF,MF",Hoffenheim,Bundesliga,27,1995,25.5,95,92,92,97,63,36,95,67,73,73,60,31,94,95,96,76,64,58,49,66,94,50
1037,1037,Álex Grimaldo (Leverkusen),ESP,DF,Leverkusen,Bundesliga,27,1995,30.9,98,71,81,93,100,95,98,87,84,36,88,59,96,92,93,95,95,89,91,78,98,99
1038,1038,Christian Groß (Werder Bremen),GER,"DF,MF",Werder Bremen,Bundesliga,34,1989,8.9,50,63,68,58,38,39,50,27,30,83,23,25,49,54,62,58,39,49,44,40,49,30
1039,1039,Pascal Groß (Brighton),GER,"MF,DF",Brighton,Premier League,32,1991,34.6,100,86,93,100,100,89,100,74,78,67,73,48,100,100,99,96,98,79,83,89,100,96
1040,1040,Brajan Gruda (Mainz 05),GER,"MF,FW",Mainz 05,Bundesliga,19,2004,18.2,65,33,40,63,94,94,65,99,99,49,99,46,68,86,86,98,94,98,98,98,68,94
1041,1041,Ilia Gruev (Werder Bremen),BUL,MF,Werder Bremen,Bundesliga,23,2000,0,2,0,0,7,0,0,2,0,0,0,0,0,2,1,0,0,0,0,20,0,2,0
1042,1042,Vicente Guaita (Celta Vigo),ESP,GK,Celta Vigo,La Liga,36,1987,26.7,62,97,94,3,0,0,62,0,0,0,0,0,58,57,64,0,0,0,20,0,45,0
1043,1043,Andrés Guardado (Betis),MEX,MF,Betis,La Liga,36,1986,5,37,24,38,48,40,21,37,40,51,92,23,10,34,36,35,32,42,0,42,35,37,32
1044,1044,Sergi Guardiola (Cádiz),ESP,"FW,MF",Cádiz,La Liga,32,1991,5.5,33,19,21,40,53,49,33,54,55,54,54,46,37,33,28,44,42,49,49,60,37,58
1045,1045,Nemanja Gudelj (Sevilla),SRB,"DF,MF",Sevilla,La Liga,31,1991,19.4,77,80,85,82,48,36,77,37,43,83,33,25,74,78,85,66,70,0,42,40,79,30
1046,1046,Gabriel Gudmundsson (Lille),SWE,"DF,FW",Lille,Ligue 1,24,1999,14.1,55,59,60,60,68,77,55,76,62,13,82,79,61,69,64,82,67,87,72,76,54,73
1047,1047,Gonçalo Guedes (Villarreal),POR,"FW,MF",Villarreal,La Liga,26,1996,10.6,41,27,27,41,72,79,41,56,64,83,50,25,43,48,53,81,65,83,81,66,45,80
1048,1048,Axel Gueguin (Montpellier),FRA,"DF,FW",Montpellier,Ligue 1,18,2005,1.5,16,21,26,20,21,21,16,23,21,54,23,61,15,17,16,23,24,36,24,35,13,32
1049,1049,Marc Guéhi (Crystal Palace),ENG,DF,Crystal Palace,Premier League,23,2000,22.5,85,91,92,84,41,45,85,52,55,68,45,23,86,80,82,54,47,36,42,28,87,34
1050,1050,Mattéo Guendouzi (Lazio),FRA,MF,Lazio,Serie A,24,1999,26.3,80,62,68,87,82,80,80,65,55,17,73,83,78,80,78,85,83,64,72,68,85,78
1051,1051,Mattéo Guendouzi (Marseille),FRA,MF,Marseille,Ligue 1,24,1999,0.2,8,0,7,11,18,21,8,0,0,0,0,0,9,14,17,23,24,0,0,21,8,15
1052,1052,Javier Guerra (Valencia),ESP,MF,Valencia,La Liga,20,2003,27.8,79,73,72,86,78,60,79,95,95,53,94,52,79,85,82,86,91,81,91,98,80,74
1053,1053,Raphaël Guerreiro (Bayern Munich),POR,"DF,MF",Bayern Munich,Bundesliga,29,1993,13.2,73,48,66,72,87,79,73,62,73,86,54,24,70,69,75,79,83,68,44,63,82,81
1054,1054,Axel Guessand (Udinese),FRA,DF,Udinese,Serie A,18,2004,0.5,11,10,15,19,9,16,11,0,0,0,0,0,12,12,14,17,0,0,24,0,12,15
1055,1055,Evann Guessand (Nice),CIV,FW,Nice,Ligue 1,22,2001,17.3,47,27,36,49,76,95,47,92,88,27,94,79,56,67,58,82,80,88,99,98,53,87
1056,1056,Ander Guevara (Alavés),ESP,MF,Alavés,La Liga,26,1997,32.6,91,76,80,95,80,52,91,76,83,77,66,23,84,85,87,89,90,58,77,86,89,60
1057,1057,Pape Gueye (Marseille),SEN,"MF,DF",Marseille,Ligue 1,24,1999,8.5,49,46,48,65,50,36,49,44,21,7,50,78,59,57,57,40,56,0,47,55,53,47
1058,1058,Josuha Guilavogui (Mainz 05),FRA,DF,Mainz 05,Bundesliga,32,1990,4.5,31,62,56,32,18,27,31,0,0,0,0,0,26,24,20,17,18,0,36,21,26,15
1059,1059,Morgan Guilavogui (Lens),GUI,"FW,MF",Lens,Ligue 1,25,1998,6.3,36,36,28,38,60,80,36,46,47,54,50,61,41,43,33,56,44,76,69,76,38,76
1060,1060,Frederic Guilbert (Strasbourg),FRA,"DF,MF",Strasbourg,Ligue 1,28,1994,27.7,92,87,89,90,85,53,92,78,83,72,75,43,93,94,86,76,85,58,73,68,87,74
1061,1061,Hugo Guillamón (Valencia),ESP,MF,Valencia,La Liga,23,2000,14.6,59,59,61,73,51,29,59,23,30,93,0,0,53,43,42,34,36,0,39,55,62,38
1062,1062,Bruno Guimarães (Newcastle Utd),BRA,MF,Newcastle Utd,Premier League,25,1997,36.3,99,80,87,99,98,90,99,99,99,69,96,23,99,100,98,93,98,92,96,100,99,76
1063,1063,Serhou Guirassy (Stuttgart),GUI,FW,Stuttgart,Bundesliga,27,1996,24.5,71,56,37,77,89,99,71,83,78,30,86,71,72,61,53,76,67,92,98,95,84,96
1064,1064,Marc Guiu (Barcelona),ESP,"FW,MF",Barcelona,La Liga,17,2006,0.8,9,0,0,14,20,27,9,0,0,0,0,0,9,8,7,17,18,36,24,28,10,35
1065,1065,Péter Gulácsi (RB Leipzig),HUN,GK,RB Leipzig,Bundesliga,33,1990,13,44,96,83,17,0,0,44,0,0,0,0,0,44,39,44,0,0,0,0,0,40,0
1066,1066,Manuel Gulde (Freiburg),GER,DF,Freiburg,Bundesliga,32,1991,22.7,80,89,89,81,36,53,80,31,30,54,33,61,71,65,70,44,56,0,51,28,80,25
1067,1067,Arda Güler (Real Madrid),TUR,"FW,MF",Real Madrid,La Liga,18,2005,4.2,33,29,30,36,54,56,33,65,67,54,63,42,34,37,43,56,39,73,36,45,36,53
1068,1068,Gerard Gumbau (Granada),ESP,MF,Granada,La Liga,28,1994,29.7,91,64,79,95,83,47,91,60,64,71,50,20,85,72,71,62,56,49,62,73,90,55
1069,1069,Robert Gumny (Augsburg),POL,DF,Augsburg,Bundesliga,25,1998,5.3,32,46,39,37,43,36,32,52,47,29,45,23,27,27,25,42,47,36,53,21,27,46
1070,1070,İlkay Gündoğan (Barcelona),GER,MF,Barcelona,La Liga,32,1990,33.3,99,63,78,99,99,91,99,91,94,72,83,23,99,98,98,94,99,81,85,89,99,87
1071,1071,Christian Günter (Freiburg),GER,DF,Freiburg,Bundesliga,30,1993,11.8,49,50,55,51,64,49,49,44,43,43,45,50,45,40,41,54,68,68,47,52,48,72
1072,1072,Jon Guridi (Alavés),ESP,MF,Alavés,La Liga,28,1995,29.8,71,57,59,79,82,90,71,81,75,26,86,78,65,64,65,74,76,58,83,89,73,82
1073,1073,Gorka Guruzeta (Athletic Club),ESP,FW,Athletic Club,La Liga,26,1996,24.6,64,49,42,70,87,96,64,77,83,75,73,39,58,50,45,60,56,64,96,90,68,84
1074,1074,Malo Gusto (Chelsea),FRA,DF,Chelsea,Premier League,20,2003,19.5,89,75,83,85,92,82,89,84,80,34,85,58,89,89,90,95,89,90,80,66,90,90
1075,1075,Miguel Gutiérrez (Girona),ESP,DF,Girona,La Liga,22,2001,33.7,97,84,89,92,96,86,97,92,89,31,92,58,96,95,92,95,98,89,94,92,96,96
1076,1076,Albert Guðmundsson (Genoa),ISL,"FW,MF",Genoa,Serie A,26,1997,33.5,86,45,58,85,97,89,86,97,96,42,96,46,87,93,91,96,98,91,99,98,88,94
1077,1077,Joško Gvardiol (Manchester City),CRO,DF,Manchester City,Premier League,21,2002,25.9,97,74,82,97,96,86,97,86,90,75,75,23,96,93,93,92,92,89,69,70,97,87
1078,1078,Emmanuel Gyasi (Empoli),GHA,"DF,FW",Empoli,Serie A,29,1994,20.9,57,67,61,62,67,73,57,64,37,7,77,92,54,50,43,54,58,64,72,83,54,71
1079,1079,Norbert Gyömbér (Salernitana),SVK,DF,Salernitana,Serie A,31,1992,19.6,66,86,84,69,30,36,66,44,47,71,40,25,57,57,49,30,29,0,58,28,56,21
1080,1080,Erling Haaland (Manchester City),NOR,FW,Manchester City,Premier League,23,2000,28.4,51,41,29,46,87,99,51,74,70,32,78,75,51,47,46,79,56,93,87,80,59,89
1081,1081,Nicolas Haas (Empoli),SUI,MF,Empoli,Serie A,27,1996,1,16,21,18,23,21,16,16,0,0,0,0,0,15,13,10,0,18,0,13,0,16,27
1082,1082,Janik Haberer (Union Berlin),GER,"MF,DF",Union Berlin,Bundesliga,29,1994,13.6,55,53,57,64,62,53,55,62,58,38,66,73,44,38,36,44,47,0,60,45,50,60
1083,1083,Robin Hack (Gladbach),GER,"FW,MF",Gladbach,Bundesliga,24,1998,15,57,36,50,60,79,87,57,91,90,41,92,72,60,65,65,87,88,92,90,94,63,85
1084,1084,Antwoine Hackford (Sheffield Utd),ENG,FW,Sheffield Utd,Premier League,19,2004,0.1,2,0,0,5,12,0,2,16,0,0,23,95,3,4,3,0,18,0,13,0,3,0
1085,1085,Munir El Haddadi (Las Palmas),MAR,FW,Las Palmas,La Liga,27,1995,27.2,70,40,48,74,89,89,70,91,85,22,94,82,75,70,61,70,81,79,93,98,78,94
1086,1086,Jaouen Hadjam (Nantes),ALG,DF,Nantes,Ligue 1,20,2003,1.2,22,24,24,28,32,21,22,0,0,0,0,0,25,27,29,34,29,0,28,35,23,46
1087,1087,Ianis Hagi (Alavés),ROU,"MF,FW",Alavés,La Liga,24,1998,8.9,40,15,27,42,69,65,40,71,75,65,60,22,39,39,41,58,56,49,51,68,40,70
1088,1088,Amadou Haidara (RB Leipzig),MLI,MF,RB Leipzig,Bundesliga,25,1998,17,68,68,65,82,59,45,68,49,62,92,33,12,60,53,55,40,49,49,49,58,68,40
1089,1089,Massadio Haïdara (Lens),MLI,DF,Lens,Ligue 1,30,1992,8.2,45,67,58,49,52,39,45,31,0,0,45,95,50,51,50,40,58,49,34,45,44,53
1090,1090,Oualid El Hajjam (Le Havre),MAR,"DF,MF",Le Havre,Ligue 1,32,1991,4.4,34,33,46,38,40,41,34,34,43,91,23,12,36,36,37,37,36,0,39,21,32,54
1091,1091,Achraf Hakimi (Paris S-G),MAR,DF,Paris S-G,Ligue 1,24,1998,21.5,97,75,81,94,99,88,97,90,91,50,92,73,99,99,99,96,99,93,81,92,98,98
1092,1092,Lewis Hall (Newcastle Utd),ENG,DF,Newcastle Utd,Premier League,18,2004,8.7,53,59,69,55,56,45,53,60,62,54,57,38,50,49,56,61,62,68,42,68,51,54
1093,1093,Sébastien Haller (Dortmund),CIV,FW,Dortmund,Bundesliga,29,1994,4.4,25,33,20,31,41,63,25,34,43,91,23,12,23,21,23,46,32,49,44,40,27,59
1094,1094,Gustavo Hamer (Sheffield Utd),NED,MF,Sheffield Utd,Premier League,26,1997,32.3,83,73,72,83,91,80,83,90,91,52,91,60,71,71,70,79,77,87,84,76,76,80
1095,1095,Andreas Hanche-Olsen (Mainz 05),NOR,DF,Mainz 05,Bundesliga,26,1997,11,46,71,73,48,21,29,46,0,0,0,0,0,42,40,38,17,18,0,28,28,42,0
1096,1096,Isak Hansen-Aarøen (Werder Bremen),NOR,MF,Werder Bremen,Bundesliga,18,2004,0.3,9,0,7,14,20,0,9,23,0,0,33,95,10,13,14,23,24,0,13,28,9,25
1097,1097,Ridgeciano Haps (Genoa),SUR,DF,Genoa,Serie A,30,1993,8.6,33,40,41,34,51,54,33,44,37,18,54,89,33,31,29,50,39,73,51,55,32,63
1098,1098,Genki Haraguchi (Stuttgart),JPN,MF,Stuttgart,Bundesliga,32,1991,0.3,9,15,10,16,12,16,9,0,0,0,0,0,7,8,9,17,0,0,0,0,10,0
1099,1099,Amine Harit (Marseille),MAR,"MF,FW",Marseille,Ligue 1,26,1997,20.2,75,39,49,78,92,87,75,94,95,65,90,32,89,93,90,96,98,85,88,94,83,86
1100,1100,Luke Harris (Fulham),WAL,MF,Fulham,Premier League,18,2005,0.8,9,10,13,11,16,16,9,23,0,0,33,95,8,7,5,0,18,0,0,0,8,0
1101,1101,Jack Harrison (Everton),ENG,"MF,FW",Everton,Premier League,26,1996,24.6,65,60,58,60,89,85,65,94,92,30,95,73,66,70,69,93,81,88,97,96,65,90
1102,1102,Abdou Harroui (Frosinone),NED,"MF,FW",Frosinone,Serie A,25,1998,11.3,47,36,42,54,68,71,47,85,83,41,86,58,47,57,61,84,81,79,76,52,49,70
1103,1103,Makoto Hasebe (Eint Frankfurt),JPN,"DF,MF",Eint Frankfurt,Bundesliga,39,1984,2.4,28,36,40,37,21,0,28,0,0,0,0,0,31,30,35,0,18,0,13,21,31,25
